episode,reward,pnl,critic_loss,actor_loss,alpha
1,-100.05514968319784,-4216.15872858973,0.5309827866835323,-1.609240685213549,0.8952286839485168
2,-104.28116371074408,-5187.929082107595,0.46767448157857927,-2.5044748860488797,0.7722494602203369
3,-91.3245330279539,-3981.0497221032538,0.4478194427659497,-3.3755984195105686,0.6662210822105408
4,-78.39705092186813,1292.2407453802293,0.6891318949369284,-3.999183885481676,0.5747581720352173
5,-83.85212258164925,-2209.218152978123,0.8314072939493593,-4.518709872363789,0.4960041344165802
6,-97.81519980391724,-5388.401066032096,0.7620382823699869,-4.855464345301383,0.42806825041770935
7,-97.634371193253,-4124.424472093582,0.73056751471504,-4.879723751037164,0.36948391795158386
8,-97.73193021932336,-4063.608918359443,0.7564417280648884,-4.728997592501313,0.3189740777015686
9,-92.69963193778777,-4432.5929134424205,0.5728437320667397,-4.780302806026311,0.2754833698272705
10,-49.73395813157781,968.5304923235847,0.4781198010876261,-4.966787578126238,0.23803673684597015
11,-99.9647841591792,-5820.628198013813,0.5422439160803995,-4.930919445068793,0.20586587488651276
12,-89.10980588550741,-4086.453781718166,0.5473378133858263,-4.9611756907783535,0.1781679093837738
13,-73.73800340177317,-2345.0619028581973,0.5480141894812516,-4.921028762028135,0.15429571270942688
14,-72.92179431203517,-1993.5806597870999,0.5845762682855734,-4.618597947559782,0.13385185599327087
15,301.873068148542,33659.56474132962,1.234442756365811,-3.6760510924379917,0.11682047694921494
16,-88.05449745532961,-5458.6154837582835,2.9001388459311808,-2.2077693816138666,0.10316742211580276
17,-22.64562121812057,2644.715833487317,2.9445508594566134,-2.167117276733352,0.09137401729822159
18,-35.41545249279137,872.7668454742234,3.02090521008683,-2.3024710114539033,0.08121027052402496
19,23.53836557233413,5985.6852035008515,3.194658815135337,-2.7712584615479137,0.07261255383491516
20,155.32635852264733,18541.743781063877,3.0611247928277683,-2.7452566437875694,0.06495063751935959
21,246.69345080830644,25120.397846376924,2.277979075545955,-3.1096084693382524,0.05825360119342804
22,-9.993232482643716,2121.212071623734,2.9471182620065934,-2.108592458960976,0.05332641303539276
23,29.07311516831111,5045.731259442961,3.011772875732631,-1.6917211079694194,0.04895072802901268
24,-48.05701494087429,-2316.758962917244,2.909953006366004,-0.979287780263284,0.0455755814909935
25,-46.48823550726357,-2728.139200111945,2.5079068546362873,-0.7647930295423851,0.04207523912191391
26,-71.11402763915117,-5399.095862294255,1.5990194974516274,-0.9994894477706894,0.0373731404542923
27,-61.53231833676028,-4595.130177829309,0.8844769203215536,-1.5009700925548468,0.03230079635977745
28,-40.235161141232034,-3642.5890224121667,0.8753029144847924,-1.3661006487574172,0.02812032587826252
29,141.12797694027057,15088.956226393842,1.5088396508239104,-0.5261064341809396,0.025387074798345566
30,-61.60159629145257,-3835.927898702513,2.644953181245506,0.6501011831372311,0.024866413325071335
31,535.0850049226195,53654.56197924161,4.482390568053263,1.1469071616870152,0.025732945650815964
32,14.643561092069788,3516.5191651203613,9.500812583606736,2.9068217289592573,0.029274743050336838
33,-47.48741355889494,-2836.4548237393406,9.033215821152043,3.240324517776226,0.03202993422746658
34,155.49650829413585,18005.15529099186,8.50600804470132,2.6384482243481804,0.03443903475999832
35,325.37927769456456,34229.496899394595,8.49742575929808,1.5410004007888856,0.03689008951187134
36,660.4665550983574,66255.15164771985,11.251469440788393,2.826287986537223,0.043646566569805145
37,300.83536853232295,31675.784192408017,13.085331296824055,2.3217381854328134,0.048122089356184006
38,-63.08908532673564,-4335.493880282576,14.161796768103361,1.8929597307261057,0.05558918043971062
39,-12.577468548016851,1310.217545737036,14.407329573350793,1.46765503169436,0.06172104924917221
40,-85.22523774016194,-6470.322285964024,13.133505154235161,1.5666948517837265,0.060031235218048096
41,178.78838482822238,20505.37835460516,9.74796120752911,-0.8253078221232001,0.05058521032333374
42,205.76446608068622,21601.806867003128,3.388069129981569,-1.972318019272106,0.04258916899561882
43,25.991817575310044,7424.230377753348,2.7268003435695873,-2.3981477479180264,0.037139467895030975
44,-84.8072940581478,-7826.803259326008,2.9858736622671365,-1.9935906995163273,0.037917185574769974
45,878.9051591525096,87940.2955003089,4.203311090537065,-2.3235567763417535,0.04334220290184021
46,1235.1902724460176,123650.70072825179,12.624492530890459,-0.5389577807900147,0.052558112889528275
47,248.29903712076398,25938.81590412791,26.345974589458102,1.2538709281348674,0.06302962452173233
48,-73.29558341583264,-5198.131649621211,26.770459025494965,1.3749946371693662,0.07114717364311218
49,-1.4228559772088625,890.5796767754125,26.48103946604545,1.2644831936269938,0.07337912172079086
50,13.611788728162518,1975.7341227861652,26.65388889051596,1.6397527503586444,0.06984532624483109
51,77.76235689326123,10108.007451128473,17.779775939534208,2.0275119060676916,0.05871078372001648
52,203.72665788430982,20486.352917166674,2.282345363244354,1.8031286031369738,0.04811447113752365
53,-46.032915778274464,-3705.6640528579887,1.9450070231729781,1.4706089454296878,0.04211489111185074
54,84.84949606064535,10306.668002275816,2.1103452567396492,1.3760202035579914,0.03916224092245102
55,1005.75016273996,100688.74109289901,4.050897041634179,1.6369741096578796,0.039351727813482285
56,186.87594935706045,20183.243570395665,12.289482681374801,1.8741089196098961,0.043932922184467316
57,-43.448106007018225,-2385.805296260498,12.47174195101972,2.6041060175905364,0.04755581542849541
58,47.573740700473465,6112.963375993557,12.261459275384945,3.5786439144103572,0.04814492538571358
59,-1.3021361843051587,1479.3718601823223,12.106909854900522,4.25295769950681,0.04828603193163872
60,2.2520226994585566,1602.12574418158,11.03848061858401,4.047140941928755,0.046647775918245316
61,144.9389856361506,16084.502190998302,2.1010223390122698,4.601221640259935,0.0425628162920475
62,286.79571652177384,28830.558595085637,2.514236076487489,3.866011012640251,0.04376177862286568
63,-4.41383066557674,124.00866233714078,4.330385326613761,2.8242347458071446,0.05195468291640282
64,26.33331928252644,6620.137916395472,4.3321742302010415,1.5462642309787544,0.05980608984827995
65,-60.49393158014455,-3448.9236549755333,4.15413761453261,1.0924141398700933,0.06357137113809586
66,236.70312398237138,23771.367327563836,4.3071052740360125,-0.05751057462596748,0.06294619292020798
67,-0.2248504455585616,666.8159243687955,4.271840563168632,-1.4021820438530816,0.06213552504777908
68,527.8158851440597,52856.10452803824,4.458308784826564,-1.4895348583992858,0.06210547685623169
69,337.17673121084783,33776.794217528746,9.519541883081741,-2.0842887186133594,0.07616476714611053
70,234.3402405073477,23527.470330856617,11.42797248938988,-3.603363129720243,0.09254037588834763
71,-8.413607863030009,188.75988953104275,11.842367709529327,-3.6932559279350916,0.10602715611457825
72,-59.25164018082734,-4411.621877975083,10.900512298591707,-1.9504804307602437,0.11100722849369049
73,60.96638918819756,7736.496153360269,9.477927444914533,-0.5022369121970197,0.10927155613899231
74,-125.06608052167822,-12492.910358412031,4.834117140779631,0.9999086031384207,0.09632773697376251
75,22.34941608140548,6897.617293139391,2.681596446956147,2.2732281316124645,0.08168413490056992
76,173.40091578197035,17903.482422048786,2.4620679799120437,4.63458966581445,0.07309342175722122
77,321.24823469883813,32242.86706804377,4.035427195667979,4.695361291660982,0.07406767457723618
78,137.9966959692853,17263.223209581753,5.316881626904857,3.621528051445982,0.08338551968336105
79,268.1035838426407,27521.410605774523,5.550744214599563,3.1455919353280057,0.0845339298248291
80,21.898660542195117,3216.9920090003866,6.384730215497345,3.469740766504033,0.0890129879117012
81,84.43251896307153,8834.074038461351,6.582037049906733,4.353189435982076,0.09624481946229935
82,0.016953794580882198,1845.9698604312111,5.418136712261919,5.954331836642407,0.09809322655200958
83,417.7375352177357,42724.59717959959,4.7663446276715025,6.831282030496346,0.09039922058582306
84,249.94501048253048,25744.276318894084,7.103141096680753,6.062657320547683,0.09691599756479263
85,73.14813906868658,8669.155281947118,6.4114974775855975,5.883192550821672,0.09272860735654831
86,288.0417976983986,29409.232632522155,6.593385480963918,4.6322451560299,0.08697926998138428
87,18.649905898215962,3331.839573335932,7.480637692776462,2.6684049084994177,0.09105787426233292
88,518.0207320644189,52298.28108266971,7.807204778860455,2.6249114162767464,0.09490133076906204
89,87.71330236592915,10658.510202415438,7.437269254098315,3.668475126156217,0.08678939193487167
90,-53.76324876489162,-3926.92773262641,6.883250516036461,3.7996353140709123,0.0777917206287384
91,582.3986080491663,59168.07860319479,7.886131809642784,2.6471240183160947,0.0766502320766449
92,330.4878216934538,34330.1160205091,9.787220279697465,3.801157365081764,0.08091748505830765
93,553.8254105605234,56803.57280243172,10.347237324859742,2.0065583974636834,0.08392608910799026
94,233.05211995720293,24244.65846678697,11.432373758261877,1.9488859826483542,0.09280385076999664
95,537.7679224139767,54483.05352559572,13.695293129094958,0.796678323774744,0.10934590548276901
96,181.31338968521897,19006.950178482177,17.801810456673625,5.004279438421311,0.1245839074254036
97,-24.792398518595316,726.2995110798826,14.436541166073411,3.3334044642731335,0.12457864731550217
98,619.8192713761836,62350.85873359976,13.140930523011553,4.650080188776368,0.12201256304979324
99,207.18968085069912,21654.385276401204,14.892035896347696,4.239867052248477,0.11109720170497894
100,493.07291035275415,49715.88448796924,13.70773112146478,3.8889712254226447,0.10068146884441376
