episode,reward,pnl,actor_loss,value_loss,entropy
82,11.725538624438329,-4316.693705237673,0.0,0.18661408368165472,0.10995175209661413
83,-166.91293088437973,2298.7695808053254,0.0,0.7518773277556257,-0.5979582084542406
84,34.72035913300123,-3411.3623645134676,0.0,0.2051266400309812,-0.6667077542681779
85,42.48209069269687,-4049.2991452854644,0.0,0.20410410937454018,-0.6640434499563915
86,119.12525391005137,-1830.8741928492364,0.0,0.18252544502444965,-1.2343801523691842
87,101.9159832611615,-507.7057272322488,0.0,0.235897400518713,-1.1896957922460776
88,123.04756538025998,-1420.5365267755212,0.0,0.18201037351848623,-1.2066599224294936
89,105.80215255788812,-1414.145035069472,0.0,0.1759333038810707,-0.9848080500428166
90,107.45589890971858,-652.5923351804297,0.0,0.1285246080053704,-1.010679679363966
91,78.24923487542074,-362.3186350477672,0.0,0.1427880014101642,-0.9640382034970181
92,97.46559533868745,1190.2106394654254,0.0,0.20008135142270475,-1.118603818703975
93,90.88710898566558,-1210.3797272468396,0.0,0.24271865622473082,-1.0509841817032013
94,81.80878091954379,334.3622486357049,0.0,0.1744733676314354,-0.8992180400394967
95,126.57674068374942,-735.2870334209642,0.0,0.18217119238106533,-1.3807092587862695
96,126.85658057914924,-794.2384201094602,0.0,0.11379209974714155,-1.3911361682627883
97,129.27484068861395,-138.4366397496768,0.0,0.23053921373752279,-1.5357824006783112
98,134.18062509835033,-118.64922228529146,0.0,0.19277775774826295,-1.63760495595634
99,133.07880083073613,11.475683668182512,0.0,0.2036943948985676,-1.608714897451656
100,132.4591437289849,-33.04057926670357,0.0,0.18098674068543394,-1.6235269814197506
